SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.512039037,34,0,0.497566562,3492.0,6,0,1,1,4.0
0,0.0,36,0,2240.0,,6,0,1,0,0.0
0,0.257734384,56,2,0.261180008,2660.0,6,0,0,0,2.0
0,0.409889289,38,0,0.782426778,2150.0,8,0,1,0,1.0
0,0.430795023,61,0,0.140514383,11158.0,14,0,2,0,0.0
0,1.018196361,57,0,0.320477036,3940.0,5,0,0,0,1.0
0,0.812705826,32,0,0.134955015,3000.0,7,0,0,0,0.0
0,0.282884975,40,0,131.0,,11,0,0,0,
0,0.009585876,33,0,0.068982754,4000.0,4,0,0,0,0.0
0,0.146390241,61,0,65.0,,3,0,0,0,0.0
0,0.113026852,46,0,0.139914362,8640.0,10,0,0,0,2.0
0,0.474252847,56,0,0.765777778,4499.0,13,1,1,0,0.0
0,0.933499721,52,0,0.403605466,8708.0,11,4,2,1,2.0
0,0.018074746,44,0,2994.0,,10,0,1,0,0.0
0,0.086675428,49,0,1016.0,,14,0,1,0,2.0
0,0.7712425,46,0,4599.0,,9,0,2,0,1.0
0,0.604743083,31,1,0.15928024,3000.0,5,0,0,0,0.0
0,0.106566354,69,0,0.089988751,8000.0,5,0,0,0,0.0
0,0.087526032,67,1,0.888138983,8000.0,24,0,3,0,0.0
0,0.056659921,25,0,0.012256669,2773.0,3,0,0,0,0.0
0,0.116113094,75,0,0.352162218,4832.0,12,0,1,0,0.0
0,0.38584796,40,1,0.45229298,4600.0,6,0,1,0,3.0
0,0.021450139,37,0,907.0,,7,0,1,0,4.0
0,0.9999999,72,0,0.0,,3,0,0,0,
0,0.910089337,48,0,0.74836316,9163.0,16,0,3,0,1.0
0,0.011597477,54,0,0.567314884,2673.0,8,0,1,0,0.0
0,0.207096307,75,0,2861.0,,5,0,2,0,0.0
0,0.214728741,46,0,2260.0,,8,0,3,0,0.0
0,0.999876161,34,0,1422.0,,3,0,1,0,0.0
1,0.0,47,0,0.493923951,5101.0,4,0,2,2,3.0
1,0.970553634,41,1,0.36744777,7083.0,10,0,1,0,0.0
0,0.08935003,39,0,0.374510502,8426.0,13,0,3,0,0.0
0,0.087982404,51,0,885.0,,2,0,1,0,0.0
0,0.150364596,53,0,0.25234946,5745.0,9,0,1,0,3.0
0,0.090577008,59,0,0.2892728,7466.0,17,0,2,0,1.0
0,0.027614677,43,0,0.216222702,8333.0,9,0,2,0,2.0
0,0.320121567,62,2,0.240940725,8333.0,19,0,1,0,0.0
0,0.576000476,50,0,0.328139322,12000.0,7,0,1,0,2.0
0,0.088039626,53,0,0.211589472,4900.0,7,0,1,0,1.0
0,0.9999999,40,0,53.0,,1,0,0,0,0.0
0,0.0,56,0,0.37450008,6250.0,5,0,1,0,0.0
0,0.220404168,60,0,0.406299475,12000.0,8,0,3,0,2.0
0,0.928143713,25,0,0.441967717,1300.0,5,0,0,0,3.0
0,0.407424351,52,0,0.16459276,3535.0,3,0,0,0,0.0
0,0.071070404,35,0,1772.0,1.0,12,0,1,0,2.0
0,0.437451097,47,0,4790.0,,14,0,2,0,2.0
1,1.263473054,37,1,0.335584977,3700.0,6,2,1,5,1.0
0,0.103342801,45,0,0.190716202,12300.0,9,0,1,0,4.0
0,0.108772591,66,1,0.458386143,7100.0,15,0,3,0,1.0
1,0.600309637,81,0,312.0,,3,0,0,1,0.0
1,0.800047039,54,1,1.666307084,2780.0,19,1,2,1,0.0
0,0.034196947,32,0,0.111744413,20000.0,5,0,1,0,2.0
0,0.025846018,72,0,2922.0,,9,0,2,0,0.0
0,0.006203828,45,0,0.075792421,10000.0,4,0,1,0,4.0
0,0.014361343,62,0,0.428295198,3102.0,7,0,1,0,0.0
0,0.08166213,56,0,0.367733601,6966.0,6,0,3,0,3.0
0,0.014086344,38,0,0.684631499,5250.0,7,0,1,0,2.0
0,0.153980956,42,0,0.248964751,9900.0,15,0,1,0,1.0
0,0.010297434,33,0,0.02994012,4675.0,3,1,0,0,0.0
0,0.0,72,0,0.0,3471.0,4,0,0,0,0.0
0,0.552844504,67,0,0.69878233,11250.0,28,0,2,0,0.0
0,0.023150289,65,0,951.0,,8,0,1,0,0.0
1,0.9999999,58,0,0.001831781,6550.0,0,0,0,1,0.0
0,0.0,42,0,0.268704018,8834.0,6,0,1,0,0.0
0,0.166240828,59,0,0.41705037,7166.0,25,0,2,0,1.0
1,1.680213191,34,2,0.818394845,1706.0,5,2,1,1,4.0
0,0.047108055,59,0,0.108338405,11500.0,7,0,2,0,1.0
0,0.008068782,65,0,0.004475888,6925.0,6,0,0,0,0.0
0,0.076848079,48,0,3183.0,,10,0,2,0,0.0
0,0.338989213,30,0,0.966116053,2360.0,4,0,2,0,0.0
0,0.36010134,60,0,0.226424126,8355.0,14,1,2,0,0.0
0,0.003964078,59,0,3.0,,4,0,0,0,0.0
0,8e-05,66,0,0.002635914,3034.0,5,0,0,0,1.0
0,1.591362126,63,0,14.0,,1,0,0,1,0.0
0,0.0,35,0,8199.0,,7,0,1,1,0.0
0,0.517956837,63,0,1.115295926,1300.0,6,0,0,0,0.0
0,0.020639901,77,0,0.186513995,3929.0,13,0,1,0,0.0
0,0.602794411,25,0,0.065868263,333.0,2,0,0,0,0.0
0,0.756587855,51,3,0.184788431,5600.0,14,0,0,0,0.0
0,0.20067323,65,0,1.017363852,3800.0,11,0,2,0,1.0
0,0.115035973,62,0,0.345509088,11333.0,9,0,3,0,1.0
0,0.025474142,35,0,0.014968656,160000.0,21,0,1,0,2.0
0,0.005534999,40,0,0.816245487,2769.0,3,0,1,0,0.0
0,0.086746067,46,0,0.3956643,7887.0,16,0,1,0,2.0
0,0.077270563,77,0,1.187906047,2000.0,17,0,2,0,0.0
0,0.060384343,72,0,0.804712042,1909.0,9,0,1,0,0.0
0,0.545736434,49,0,0.37822327,12719.0,15,0,2,0,0.0
0,0.146722613,63,0,0.120013523,8873.0,8,0,0,0,0.0
0,0.0,39,0,0.386055375,8920.0,11,0,4,0,3.0
0,0.043416603,51,0,0.178764247,5000.0,11,0,0,0,2.0
0,0.050910002,81,0,0.069834413,4166.0,11,0,0,0,0.0
0,0.182522676,50,0,0.081989068,7500.0,13,0,1,0,3.0
0,0.620662105,44,0,0.238423997,8400.0,10,0,0,0,1.0
0,0.001650325,34,0,0.0,3500.0,4,0,0,0,0.0
0,0.98940212,45,0,0.659367032,6666.0,9,0,2,0,0.0
0,0.9999999,29,0,0.119576085,5000.0,0,0,0,0,0.0
0,0.0,39,0,0.253860601,9583.0,8,0,1,0,5.0
0,0.0,50,0,0.370589524,9125.0,9,0,2,0,0.0
0,0.130054372,27,0,0.232307077,2500.0,4,0,0,0,0.0
0,0.100556184,58,0,0.448284137,4166.0,10,0,2,0,1.0
0,0.649909146,57,2,2200.0,,7,0,1,1,0.0
1,0.069422139,27,2,0.302024989,2320.0,8,1,0,0,2.0
0,0.912443985,59,1,0.706377468,3088.0,6,0,3,0,1.0
0,0.474602322,49,0,0.357127169,9105.0,15,0,2,0,1.0
0,0.348418617,47,0,3335.0,,9,0,2,0,2.0
0,0.862298196,75,2,0.485935209,7500.0,18,0,1,0,0.0
0,0.076351689,46,1,0.240506329,1500.0,3,0,0,0,2.0
0,0.748205864,63,0,1.219254863,3032.0,9,0,2,0,0.0
0,0.073601798,29,0,0.150543958,3400.0,8,0,0,0,0.0
0,0.471120305,72,0,0.414612415,6733.0,12,0,2,0,0.0
0,0.0,51,0,2631.0,,5,0,3,0,0.0
0,0.183832674,57,0,0.219007369,9227.0,18,0,1,0,0.0
0,0.497812555,79,0,0.247785925,10500.0,6,0,1,0,0.0
0,0.48041815,52,0,8140.0,,7,0,2,0,4.0
0,0.016703138,61,0,0.002529156,7116.0,5,0,0,0,0.0
0,0.399556049,34,0,0.189270243,3000.0,4,0,0,0,0.0
0,0.059329738,36,0,0.232137733,10454.0,4,0,2,0,0.0
0,0.023886053,57,0,0.052638557,7541.0,4,0,0,0,0.0
0,0.632734531,48,0,0.000814406,11050.0,1,0,0,0,5.0
0,0.9999999,24,0,0.213893053,2000.0,2,0,0,0,0.0
1,0.946378479,40,0,0.899507216,5681.0,11,2,2,0,1.0
0,0.162379868,40,0,0.310359775,4613.0,6,0,1,0,3.0
0,0.437216705,37,0,0.41195097,9789.0,6,0,1,0,1.0
0,0.013764582,40,1,0.346027018,9400.0,10,0,2,0,2.0
0,0.9999999,39,0,5249.0,,9,0,2,0,0.0
0,0.02838728,54,0,0.220540889,6211.0,5,0,1,0,0.0
0,0.040262851,49,0,11.41791045,200.0,7,0,2,0,0.0
0,0.0,63,0,0.0,,1,0,0,0,0.0
0,0.019948206,87,0,0.00505997,5335.0,4,0,1,0,0.0
0,0.142660473,42,0,0.523916293,2675.0,18,0,1,0,0.0
0,0.029562118,37,0,0.522997579,9500.0,16,0,4,0,2.0
0,0.205599467,57,0,0.192590003,2860.0,5,0,0,0,0.0
0,0.027531498,42,0,0.265546891,5000.0,9,0,2,0,0.0
0,0.060039033,45,0,0.710885681,5125.0,10,0,3,0,0.0
0,0.285884351,61,0,0.200959968,30000.0,8,0,1,0,2.0
1,0.666637038,46,0,0.713805884,8633.0,11,0,4,0,1.0
0,0.604028501,63,1,0.465795455,8799.0,11,0,1,0,0.0
1,0.9999999,40,1,3483.0,,7,1,3,0,
0,0.89678511,38,0,0.207820564,10075.0,4,0,2,0,2.0
0,0.610529228,36,0,0.131657974,6326.0,5,0,1,0,1.0
0,0.032261975,85,0,0.004475764,10500.0,10,0,0,0,0.0
0,0.25163128,48,0,0.24240482,7800.0,10,0,1,0,0.0
0,0.9999999,25,0,0.08119925,1600.0,1,0,0,0,1.0
0,0.305584692,43,0,0.505148515,5049.0,9,0,1,0,0.0
0,0.0,76,0,0.0,,4,0,0,0,0.0
0,0.266451486,47,0,0.294484506,5130.0,15,0,1,0,0.0
0,0.037672101,47,0,0.318266639,9645.0,20,0,1,0,1.0
0,0.9999999,54,1,0.186414108,7654.0,2,1,1,0,3.0
0,0.096246544,35,0,0.142716535,2031.0,14,0,0,0,0.0
0,0.732066202,52,0,0.333162218,7791.0,10,0,0,1,0.0
0,0.086777264,87,0,3246.0,,8,0,1,0,
0,0.12190368,60,0,0.225754849,5000.0,13,0,1,0,0.0
0,0.005216938,74,0,1.0,0.0,4,0,0,0,0.0
0,0.003890716,50,0,0.300466356,1500.0,11,0,0,0,0.0
0,0.531441321,43,0,0.377284827,5634.0,9,0,2,0,0.0
0,0.41801185,34,0,0.48121292,4550.0,12,0,2,0,1.0
0,0.969621941,43,0,0.227675528,4400.0,4,0,0,0,0.0
0,0.32938915,43,0,0.732544996,11500.0,13,0,3,0,2.0
0,0.541655107,52,0,0.60660456,13202.0,21,0,2,0,2.0
0,0.040882958,53,0,4.415974789,16500.0,20,0,1,0,0.0
0,0.027365795,74,0,1661.0,,6,0,1,0,
0,0.043023924,62,0,0.19895288,9167.0,9,0,1,0,0.0
0,0.550800674,56,0,0.350182746,14500.0,9,0,1,0,0.0
0,0.9999999,46,0,0.298507463,3349.0,4,0,0,0,0.0
0,0.0,62,0,0.0,4166.0,2,0,0,0,0.0
0,0.036096303,45,0,0.679476422,5958.0,5,0,2,0,2.0
0,0.0,77,0,0.0,7077.0,8,0,0,0,0.0
0,0.008087997,64,0,0.312455004,4166.0,4,0,1,0,1.0
0,0.91206921,31,0,676.0,,5,0,0,0,0.0
0,0.008182574,56,0,0.446617889,6696.0,16,0,1,0,0.0
0,0.450880539,50,0,0.502287748,5900.0,10,0,2,0,0.0
0,0.535785686,45,2,4188.0,,9,0,2,1,
0,0.844184345,28,0,0.264578474,3000.0,3,0,0,0,0.0
0,0.111499491,50,1,0.357892763,5333.0,7,0,2,0,0.0
0,0.9999999,54,0,0.080814027,23782.0,6,0,1,0,3.0
0,0.228512236,31,0,0.127189825,4166.0,10,0,0,0,0.0
0,0.607149014,43,0,0.3944988,5416.0,8,0,1,0,3.0
0,0.092989668,27,0,0.184191955,2833.0,3,0,0,0,0.0
0,0.0,49,0,0.0,,3,0,0,0,0.0
0,0.9999999,38,0,16.0,,0,0,0,0,
0,0.976080019,37,1,0.484675805,6492.0,22,0,0,0,1.0
0,0.409774368,63,0,2170.0,,6,0,2,0,2.0
0,0.099726185,46,0,0.077051229,2400.0,4,0,0,0,1.0
0,0.538413492,47,0,25.0,,14,0,0,0,
0,0.001764602,46,0,1.459653317,1672.0,8,0,2,0,0.0
0,0.0,53,0,0.37652226,5008.0,12,0,2,0,2.0
0,0.073646318,74,0,1593.0,,10,0,1,0,0.0
0,0.49567227,60,0,0.849292057,4166.0,6,0,1,1,1.0
0,0.269162282,56,0,0.175486031,15533.0,12,0,1,0,0.0
0,0.020804007,60,0,2272.0,,10,0,1,0,0.0
0,0.021329718,74,0,0.021610251,5228.0,30,0,0,0,0.0
0,0.998766708,51,0,0.557243708,6515.0,5,0,1,0,3.0
0,0.552108382,57,0,0.939034046,2525.0,11,0,1,0,0.0
0,0.06311272,57,0,0.068586283,5000.0,17,0,0,0,0.0
0,0.008570958,70,0,504.0,,4,0,0,0,0.0
0,0.199276818,33,0,0.732574285,3600.0,10,0,2,0,0.0
0,0.021913537,25,0,380.0,,13,0,0,0,0.0
0,0.062911476,51,0,0.357748899,9310.0,15,0,1,0,0.0
0,0.028853136,79,0,74.0,,8,0,0,0,
0,0.250957608,59,0,0.376405899,4000.0,21,0,0,0,0.0
0,0.01209879,26,0,497.0,,5,0,0,0,0.0
0,0.292352466,63,0,1529.0,,7,0,1,0,0.0
0,0.9999999,50,0,2701.0,,1,0,1,0,0.0
0,0.0,42,0,0.067984892,4500.0,3,0,0,1,1.0
0,0.0,63,0,255.0,,7,0,1,0,0.0
0,0.072077117,61,0,0.187081292,10000.0,8,0,1,0,2.0
0,0.004194401,57,0,0.196938353,4833.0,5,0,1,0,1.0
0,0.054718648,57,0,0.010743446,6980.0,5,0,0,0,1.0
0,0.0,95,0,0.0,,6,0,0,0,
0,0.14873362,45,0,0.455097304,5600.0,10,0,2,0,0.0
0,0.177165462,56,1,0.225679843,10700.0,7,0,1,0,0.0
0,0.190958823,35,0,0.77310293,2661.0,6,0,2,0,0.0
0,0.287483185,57,0,0.229184865,21750.0,16,0,2,0,4.0
1,0.0,51,0,0.301184433,6500.0,8,0,1,0,2.0
0,0.056809275,40,0,0.527457314,6500.0,10,0,3,0,0.0
0,0.96761663,52,0,0.465866777,7250.0,16,0,1,0,1.0
0,0.386084012,49,0,0.166452387,11666.0,17,0,0,0,3.0
0,0.425681055,56,0,0.19246646,3875.0,7,0,0,0,1.0
0,0.013595724,35,0,0.555728761,1282.0,4,0,2,0,0.0
0,0.094039218,79,1,0.023882255,3600.0,5,0,0,0,0.0
0,0.114640315,37,0,1116.0,,4,0,1,0,0.0
0,0.008755361,52,0,0.08459436,15000.0,5,0,1,0,1.0
0,0.11568215,43,0,1.35029532,2200.0,13,0,4,0,2.0
0,0.121411227,61,0,486.0,,4,0,0,0,0.0
1,0.078434773,42,0,0.250249917,3000.0,6,0,0,0,0.0
0,0.005422868,74,0,0.182726909,2500.0,3,0,1,0,0.0
0,0.090909091,78,0,0.060939061,1000.0,3,0,0,0,0.0
0,0.012178706,81,0,0.16195951,4000.0,5,0,2,0,0.0
0,0.00029786,32,0,0.372587633,2538.0,4,0,1,0,2.0
0,0.244395327,51,0,0.520137104,3500.0,8,0,1,0,0.0
0,0.006646508,68,0,546.0,,8,0,0,0,0.0
0,0.040581041,71,0,0.61971831,4188.0,15,0,2,0,1.0
0,0.755390495,33,0,0.343142842,19300.0,8,0,2,0,0.0
0,0.244358031,55,0,0.034988337,3000.0,5,0,0,0,0.0
0,0.155097287,49,0,0.43847487,7500.0,13,0,1,0,0.0
0,0.0,85,1,0.160279907,3000.0,5,0,0,0,0.0
0,0.95802099,23,1,61.0,,2,0,0,0,
0,0.370263645,45,0,0.437112577,5000.0,6,0,1,0,3.0
0,0.00077622,53,0,0.266107422,8582.0,12,0,1,0,0.0
0,0.041337722,42,0,0.234887737,11000.0,13,0,2,0,2.0
0,0.0,82,0,0.0,,10,0,0,1,0.0
0,0.001470332,45,0,0.286428506,11000.0,9,0,2,0,2.0
0,0.082747045,58,0,1203.0,,4,0,2,0,0.0
0,0.132351157,41,0,0.993096882,4200.0,14,0,2,0,0.0
0,0.418346424,45,0,0.489114659,6200.0,7,0,2,0,2.0
0,0.040148996,73,0,507.0,,3,0,0,0,0.0
0,0.021201724,52,0,1269.0,,6,0,1,0,
0,0.018458411,65,0,0.006206041,2416.0,8,0,0,0,0.0
0,0.063088041,45,0,588.0,,3,0,1,0,0.0
0,0.06312237,40,0,45.0,,6,0,0,0,0.0
0,0.072690911,47,0,0.271189048,6500.0,11,0,2,0,0.0
0,0.058086638,68,0,0.356348168,9167.0,11,0,1,0,0.0
0,0.14341611,55,0,0.325334497,6875.0,13,0,1,0,1.0
0,0.096645922,61,0,245.0,,8,0,0,0,0.0
0,0.00146092,59,0,3.0,,6,0,0,0,0.0
0,0.014734187,47,0,0.057838843,16666.0,11,0,0,0,3.0
0,0.020056978,55,0,31.0,,4,0,0,0,0.0
0,0.140732408,41,2,4301.0,,7,0,1,0,3.0
0,0.604071987,42,0,0.388257879,6250.0,3,0,1,0,2.0
0,0.094545051,85,0,0.0074206,3368.0,4,0,0,0,0.0
0,0.117364303,63,0,0.431251047,5970.0,7,0,2,0,0.0
0,0.070941153,47,0,604.0,,3,0,1,0,0.0
0,0.005269398,61,0,287.0,,9,0,1,0,0.0
0,0.010359746,57,0,0.31770138,17975.0,22,0,6,0,1.0
0,0.817071101,60,0,0.454183267,12800.0,10,0,2,0,0.0
0,0.917167523,32,1,0.31187525,2500.0,3,0,0,1,0.0
0,0.481878038,43,0,0.634376178,5305.0,6,0,1,0,2.0
0,0.0,51,0,0.0,5000.0,2,0,0,0,0.0
0,0.184177054,47,0,0.170965807,5000.0,12,0,1,0,4.0
0,0.104579084,36,0,0.140585472,8300.0,6,0,0,0,2.0
0,0.935011256,38,0,0.391154367,8116.0,8,0,1,0,2.0
0,0.01564453,61,0,0.203265578,3000.0,7,0,0,0,0.0
0,0.00919977,58,0,0.294918078,3600.0,3,0,1,0,1.0
0,0.128303995,39,0,0.330572401,6760.0,10,0,1,0,3.0
0,0.008633936,37,0,0.002221729,4500.0,3,0,0,0,0.0
0,0.250008365,60,0,2.086478612,7550.0,26,0,0,0,0.0
0,0.063823404,67,0,81.0,,4,0,0,0,0.0
0,0.221444504,74,1,0.455265241,3788.0,12,0,1,0,0.0
0,0.678069207,51,0,0.371377236,12800.0,10,0,4,0,1.0
1,0.9999999,43,0,1727.0,,3,0,1,0,3.0
0,0.120014285,33,0,0.331643266,7691.0,12,0,2,0,3.0
0,0.666762507,37,0,4629.0,,7,0,2,0,0.0
0,0.03806426,39,0,0.08281953,6000.0,9,0,0,0,4.0
0,0.480303602,51,0,1.243752403,2600.0,14,0,1,0,1.0
0,0.007220849,32,0,1.029180328,3049.0,14,0,2,0,0.0
0,0.873563218,39,0,0.641274986,1850.0,8,0,0,0,2.0
1,0.943343273,52,0,0.264789408,25000.0,7,0,0,1,3.0
0,0.01548889,68,0,0.507796881,2500.0,9,0,1,0,0.0
0,0.0,45,0,0.657067435,4166.0,9,0,2,0,1.0
0,0.036310231,50,0,0.514692517,3300.0,6,0,1,0,0.0
0,0.9999999,65,1,0.52284264,2166.0,1,1,1,0,0.0
0,0.0,28,0,0.349503859,2720.0,7,0,1,0,2.0
0,0.152220931,58,0,0.28123866,8266.0,11,0,2,0,1.0
0,0.0,41,0,0.600086374,4630.0,4,1,1,0,4.0
0,0.57571302,65,1,1.177661719,10913.0,33,0,3,0,0.0
0,0.095738033,30,0,0.056882211,3726.0,3,0,0,0,0.0
0,0.968712804,51,0,4083.0,,11,0,1,0,1.0
0,0.316540647,45,1,0.334410091,6500.0,14,0,1,1,3.0
0,0.758387642,41,0,0.208492779,8100.0,7,0,0,0,2.0
0,0.049382255,55,0,0.095419484,10500.0,5,0,1,0,2.0
0,0.00161063,42,0,0.225101626,1967.0,8,0,0,0,1.0
0,0.26253976,43,0,0.340028084,23500.0,25,0,7,0,0.0
0,0.135053284,67,0,944.0,,3,0,0,0,0.0
1,0.380227806,41,0,0.570040486,3704.0,9,0,0,0,0.0
0,0.0,53,0,0.279678068,3975.0,8,0,1,0,0.0
0,0.10340959,69,0,0.16404406,5083.0,8,0,1,0,0.0
0,0.006767892,47,0,628.0,,12,0,1,0,0.0
0,0.9999999,39,0,0.223240317,2400.0,4,0,0,0,0.0
0,0.882564697,43,0,0.186905338,6200.0,5,0,0,0,1.0
1,0.592385486,55,0,0.497557213,11666.0,6,1,2,0,4.0
0,0.267398178,32,1,0.451107011,4335.0,13,0,1,0,2.0
0,0.126956584,30,0,0.221988427,1900.0,11,0,0,0,0.0
0,0.969218627,49,0,0.507557289,2050.0,5,0,0,0,1.0
0,0.885682575,41,3,0.097936863,4022.0,4,1,0,0,3.0
0,0.351024163,41,0,0.214959887,8475.0,22,0,2,0,0.0
0,0.001893112,60,0,1808.0,,7,0,1,0,0.0
0,0.036552414,53,0,0.162924282,5744.0,9,0,1,0,0.0
0,0.558865641,58,2,0.375937467,9466.0,17,0,1,1,1.0
0,0.01615029,88,0,35.0,,12,0,0,0,
0,0.0,51,1,0.085760811,5526.0,5,0,0,0,3.0
1,0.921647907,44,0,2075.0,,11,0,1,1,0.0
0,0.76080603,75,2,0.257507308,3762.0,11,0,0,0,0.0
0,0.124577438,65,0,0.222348533,23750.0,21,0,3,0,1.0
0,0.001184815,52,0,2607.0,,13,0,1,0,2.0
1,0.93521735,45,5,0.548653106,5456.0,16,0,2,0,2.0
1,0.760114231,31,0,0.210325801,7611.0,6,1,1,0,3.0
0,0.079229246,48,0,0.304534156,11666.0,15,0,1,0,2.0
0,0.0,57,0,5078.0,,9,0,2,0,2.0
0,0.048687221,56,0,0.371032981,6427.0,17,0,2,0,0.0
0,0.983989664,38,1,0.484503099,5000.0,8,0,1,1,2.0
0,0.002407054,72,0,2.0,,8,0,0,0,0.0
0,0.635817456,31,1,0.273372663,10000.0,5,0,2,0,4.0
0,0.077720981,77,0,0.020826335,2976.0,7,0,0,0,0.0
0,0.0,38,0,1987.0,,8,0,1,0,0.0
0,0.138398281,42,0,0.295841854,4400.0,4,0,1,0,0.0
0,0.208328882,54,0,0.02919708,10000.0,5,0,0,0,2.0
1,0.157338874,58,2,1626.0,,10,0,1,0,0.0
0,0.9999999,28,0,0.288351369,3141.0,4,0,0,0,2.0
0,0.05676632,39,0,3017.0,,2,0,1,0,0.0
0,0.506861116,75,0,0.501023597,9280.0,15,0,2,0,1.0
0,0.231721593,59,0,0.217351177,6500.0,7,0,1,0,1.0
0,0.935325821,33,1,0.02096593,2670.0,2,1,0,0,0.0
0,0.021627061,41,0,916.5,1.0,10,0,2,0,3.0
1,0.620505992,63,0,606.0,,5,0,0,0,0.0
0,0.005455228,81,0,0.479004666,4500.0,17,0,2,0,0.0
0,0.11647722,44,0,948.5,1.0,15,0,1,0,2.0
0,0.0,57,1,885.0,,9,0,1,0,0.0
0,0.125490102,36,1,0.323488694,6500.0,16,0,2,0,2.0
0,0.001999926,44,0,625.0,,4,0,0,0,3.0
0,0.0,67,0,1843.0,,4,0,1,0,0.0
0,0.255358369,64,0,0.119990401,12500.0,8,0,1,0,1.0
0,0.0,22,0,0.0,2500.0,1,0,0,0,0.0
1,0.531763947,24,0,94.0,,4,1,0,4,0.0
0,0.033256787,42,0,2829.0,,18,0,1,0,0.0
0,0.9999999,62,0,0.0,,3,0,0,0,0.0
0,0.00625538,59,0,0.660318972,4200.0,5,0,1,0,0.0
0,1.0014282,55,0,0.699175583,5700.0,12,0,2,0,0.0
0,1.033897239,42,0,0.798346148,6892.0,12,0,6,0,3.0
0,0.006612025,71,0,0.161320882,7388.0,12,0,1,0,1.0
0,0.029581981,69,0,0.030646236,1500.0,6,0,0,0,0.0
0,4556.0,42,0,0.111285389,12750.0,5,0,1,0,0.0
0,0.739500356,41,3,0.53334763,9325.0,8,0,2,0,0.0
0,0.085417151,56,0,0.324668242,5500.0,8,0,2,0,0.0
0,0.571342552,47,0,0.31824545,15000.0,16,0,2,0,2.0
0,0.03528277,43,0,0.311943283,5500.0,22,0,1,0,1.0
0,0.01839978,73,0,0.150669128,4333.0,11,0,1,0,1.0
0,0.9999999,46,1,4018.0,0.0,4,0,1,0,3.0
0,0.110522438,39,0,0.014692025,52000.0,4,0,0,1,0.0
0,0.069870578,63,0,0.165798792,4800.0,16,0,1,0,0.0
0,0.0,37,0,0.363007114,5200.0,6,0,1,0,3.0
0,0.763215786,44,0,0.004573272,75000.0,1,0,0,0,4.0
0,0.20775169,44,0,0.365490115,9660.0,6,0,2,0,2.0
0,0.9999999,66,0,0.199606158,5585.0,3,0,1,0,1.0
0,0.9999999,83,0,0.23431427,1800.0,2,0,0,0,0.0
0,0.158728845,40,0,0.313364674,7444.0,15,0,1,0,0.0
1,0.756243756,66,1,0.414383562,2627.0,7,0,1,1,2.0
0,0.006106684,57,0,6.0,,4,0,0,0,2.0
0,0.487837796,41,0,0.249076288,4600.0,5,0,1,0,2.0
0,0.857232766,36,2,5195.0,,16,0,2,1,0.0
0,0.249681635,35,0,0.34204235,5855.0,9,0,1,0,0.0
0,0.439611456,57,0,2164.0,,22,0,2,0,0.0
0,0.160694644,44,0,0.027686983,5200.0,4,0,0,0,1.0
0,0.9999999,48,0,0.596158906,3800.0,2,0,1,0,0.0
0,0.011939289,64,0,43.0,,8,0,0,0,0.0
0,0.156569815,65,0,0.260744986,5234.0,6,0,1,0,0.0
0,0.024733547,68,0,1908.0,,12,0,1,0,0.0
1,0.928126769,47,1,0.078368653,2500.0,3,0,0,1,0.0
0,0.1356023,40,0,0.280951882,9538.0,10,0,1,0,1.0
1,0.468446487,52,0,0.516177416,4666.0,13,0,1,0,0.0
0,0.017719291,89,0,13.0,,5,0,0,0,0.0
0,0.871395902,42,0,0.586337383,5020.0,16,0,2,0,5.0
0,0.409393212,77,0,0.793715568,4900.0,13,0,1,0,0.0
0,0.44350807,48,0,2.016648169,900.0,7,0,1,0,0.0
0,0.013828729,62,0,539.0,,9,0,1,0,0.0
0,0.108195877,60,0,0.042139712,24750.0,12,0,1,0,0.0
0,0.032069138,56,1,0.00430703,6500.0,8,0,0,0,0.0
0,0.966344552,61,1,0.344951307,1950.0,3,0,0,0,0.0
0,0.272072793,35,0,0.240332013,5300.0,8,0,1,0,0.0
0,0.861428439,53,0,0.836925128,4500.0,12,0,2,0,0.0
0,0.086422803,79,0,0.047516199,4166.0,5,0,0,0,0.0
0,0.758931212,42,0,0.410488587,5300.0,9,0,0,0,3.0
0,0.066074225,46,0,2765.0,,6,0,2,0,0.0
0,0.233595801,40,2,0.033661056,6000.0,4,0,0,0,2.0
0,0.010416377,62,0,0.280068565,10500.0,17,0,1,0,0.0
0,0.016602648,74,0,0.00428449,3500.0,2,0,0,0,0.0
0,0.001817922,72,0,1544.0,,8,0,1,0,0.0
0,0.0,56,0,0.245630175,25000.0,8,0,2,0,0.0
0,0.458783862,56,2,0.342682588,3600.0,5,0,1,0,0.0
0,0.9999999,66,0,0.02561624,2068.0,0,0,0,0,0.0
0,0.178620491,64,0,0.041489628,4000.0,10,0,0,0,2.0
0,0.67291235,32,0,0.298593581,2772.0,6,0,0,0,1.0
0,0.249918752,52,0,0.297154591,6817.0,6,0,1,0,2.0
0,0.040501571,79,0,0.293341332,5000.0,10,0,1,0,0.0
0,0.145284003,54,0,0.35697785,7358.0,14,0,2,0,3.0
